苏州市	18686
无锡市	10716
南京市	9101
常州市	6505
扬州市	4296
徐州市	3809
淮安市	3284
南通市	3176
宿迁市	2950
泰州市	2776
镇江市	2260
盐城市	2253
连云港市	1626
苏州市	18686
无锡市	10716
南京市	9101
常州市	6505
扬州市	4296
徐州市	3809
淮安市	3284
南通市	3176
宿迁市	2950
泰州市	2776
镇江市	2260
盐城市	2253
连云港市	1626
杭州市	6590
宁波市	4640
温州市	3760
嘉兴市	3648
台州市	3555
绍兴市	3399
金华市	2933
湖州市	2354
衢州市	1901
丽水市	1584
舟山市	630
